,Year,Month,Day,Record Create Date,Precinct Code,Patrol Borough,County,Law Code Category,Bias Motive,Offense Category
1679,2019,Aug,Thu,2019-08-15,109,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1680,2019,Nov,Tue,2019-11-05,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
1681,2019,Dec,Sat,2019-12-28,123,Staten island,RICHMOND,Misdemeanor,Anti-black,Race/Color
1682,2020,Sep,Sun,2020-09-27,1,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1683,2020,Dec,Wed,2020-12-09,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1684,2020,Oct,Tue,2020-10-20,25,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
1685,2020,Oct,Fri,2020-10-16,30,Manhattan north,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
1686,2020,Nov,Wed,2020-11-18,66,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1687,2020,Aug,Tue,2020-08-04,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1688,2020,Jan,Wed,2020-01-15,88,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1689,2020,Feb,Thu,2020-02-06,107,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1690,2020,Jan,Tue,2020-01-07,120,Staten island,RICHMOND,Misdemeanor,Anti-jewish,Religion
1691,2020,Jul,Sat,2020-07-04,122,Staten island,RICHMOND,Felony,Anti-jewish,Religion
1692,2021,Feb,Sat,2021-02-13,6,Manhattan south,NEW YORK,Misdemeanor,Anti-female homosexual (lesbian),Sexual Orientation
1693,2019,Oct,Thu,2019-10-10,48,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
1694,2019,Oct,Mon,2019-10-21,48,Bronx,BRONX,Felony,Anti-jewish,Religion
1695,2019,Nov,Thu,2019-11-21,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1696,2019,May,Fri,2019-05-10,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1697,2019,May,Fri,2019-05-10,73,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1698,2019,Dec,Tue,2019-12-31,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1699,2019,Mar,Sat,2019-03-16,94,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1700,2019,Nov,Wed,2019-11-20,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1701,2019,Jul,Fri,2019-07-26,104,Queens north,QUEENS,Felony,Anti-lgbt (mixed group),Sexual Orientation
1702,2019,Nov,Thu,2019-11-28,106,Queens south,QUEENS,Felony,Anti-white,Race/Color
1703,2019,Mar,Sat,2019-03-16,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
1704,2020,Jul,Sun,2020-07-26,22,Manhattan north,NEW YORK,Felony,Anti-multi-racial groups,Race/Color
1705,2020,Oct,Tue,2020-10-13,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1706,2020,Mar,Sun,2020-09-06,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1707,2020,Feb,Tue,2020-02-11,28,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1708,2020,Aug,Sat,2020-08-01,34,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
1709,2024,Feb,Mon,2024-02-26,5,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1710,2023,Nov,Sun,2023-11-05,23,Manhattan north,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
1711,2024,Jun,Sun,2024-06-16,33,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1712,2024,Jul,Wed,2024-07-10,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1713,2020,Jun,Fri,2020-06-12,110,Queens north,QUEENS,Misdemeanor,Anti-hindu,Religion
1714,2020,Aug,Wed,2020-08-19,100,Queens south,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1715,2021,Feb,Wed,2021-02-17,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
1716,2021,Jul,Mon,2021-07-26,113,Queens south,QUEENS,Misdemeanor,Anti-black,Race/Color
1717,2021,Dec,Sun,2021-12-12,110,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
1718,2022,Apr,Tue,2022-04-05,115,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
1719,2022,May,Fri,2022-05-06,110,Queens north,QUEENS,Misdemeanor,Anti-transgender,Gender
1720,2022,Jun,Mon,2022-06-27,106,Queens south,QUEENS,Misdemeanor,Anti-hindu,Religion
1721,2022,Jul,Wed,2022-07-13,109,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
1722,2023,Mar,Thu,2023-03-02,115,Queens north,QUEENS,Felony,Anti-asian,Race/Color
1723,2023,May,Sun,2023-05-07,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
1724,2019,Sep,Sun,2019-09-01,104,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
1725,2019,May,Sun,2019-05-26,110,Queens north,QUEENS,Felony,Anti-jewish,Religion
1726,2019,Jul,Tue,2019-07-16,115,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1727,2019,Oct,Tue,2019-10-22,115,Queens north,QUEENS,Felony,Anti-jewish,Religion
1728,2019,May,Thu,2019-05-23,121,Staten island,RICHMOND,Misdemeanor,Anti-jewish,Religion
1729,2020,Feb,Wed,2020-02-12,1,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1730,2020,Mar,Wed,2020-03-04,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1731,2020,Apr,Wed,2020-04-08,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1732,2020,Jan,Sat,2020-01-11,34,Manhattan north,NEW YORK,Felony,Anti-catholic,Religion
1733,2020,Jun,Thu,2020-06-18,45,Bronx,BRONX,Felony,Anti-jewish,Religion
1734,2020,Jan,Fri,2020-01-10,60,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1735,2020,Aug,Sun,2020-08-09,60,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
1736,2020,Aug,Tue,2020-08-04,63,Brooklyn south,KINGS,Misdemeanor,Anti-white,Race/Color
1737,2020,Apr,Thu,2020-04-30,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1738,2020,May,Tue,2020-05-26,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1739,2020,Jul,Fri,2020-07-17,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1740,2021,Mar,Tue,2021-03-23,61,Brooklyn south,KINGS,Misdemeanor,Anti-asian,Race/Color
1741,2021,May,Thu,2021-05-13,61,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
1742,2021,Nov,Tue,2021-11-30,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1743,2021,Apr,Fri,2021-04-23,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1744,2021,Sep,Sun,2021-09-05,66,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1745,2021,Mar,Thu,2021-03-18,77,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1746,2021,Jun,Tue,2021-06-22,77,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1747,2021,Feb,Tue,2021-03-09,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1748,2021,Mar,Fri,2021-03-12,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1749,2021,Jun,Wed,2021-06-02,94,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1750,2021,Nov,Mon,2021-11-22,111,Queens north,QUEENS,Felony,Anti-jewish,Religion
1751,2021,May,Mon,2021-05-24,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
1752,2022,Jul,Mon,2022-08-01,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1753,2022,Feb,Wed,2022-02-23,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1754,2022,Feb,Wed,2022-02-23,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1755,2022,Jun,Mon,2022-06-27,24,Manhattan north,NEW YORK,Misdemeanor,Anti-catholic,Religion
1756,2019,Oct,Tue,2019-10-22,7,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1757,2019,Dec,Sat,2019-12-07,7,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1758,2019,Oct,Thu,2019-10-03,14,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1759,2019,Sep,Wed,2019-09-11,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1760,2019,Dec,Mon,2019-12-30,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1761,2019,Jul,Sat,2019-07-27,33,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1762,2019,Oct,Sun,2019-10-06,34,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1763,2019,Oct,Mon,2019-10-14,41,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
1764,2019,Sep,Sun,2019-09-22,48,Bronx,BRONX,Felony,Anti-jewish,Religion
1765,2019,May,Sun,2019-05-05,52,Bronx,BRONX,Felony,Anti-jewish,Religion
1766,2019,Jul,Wed,2019-07-31,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1767,2019,Mar,Sun,2019-03-31,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1768,2019,Aug,Wed,2019-08-28,61,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1769,2019,Jun,Mon,2019-06-24,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1770,2019,Jan,Sat,2019-01-12,71,Brooklyn south,KINGS,Felony,Anti-catholic,Religion
1771,2019,Nov,Wed,2019-11-27,71,Brooklyn south,KINGS,Felony,Anti-other religion,Religion
1772,2021,Apr,Sat,2021-04-10,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1773,2021,Oct,Sun,2021-10-10,75,Brooklyn north,KINGS,Misdemeanor,Anti-female homosexual (lesbian),Sexual Orientation
1774,2021,Sep,Sat,2021-09-11,81,Brooklyn north,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1775,2021,Mar,Mon,2021-03-29,104,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
1776,2021,Apr,Fri,2021-04-30,104,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1777,2021,May,Sun,2021-05-23,107,Queens south,QUEENS,Felony,Anti-asian,Race/Color
1778,2021,Jun,Sun,2021-06-06,107,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1779,2021,May,Mon,2021-05-31,108,Queens north,QUEENS,Felony,Anti-jewish,Religion
1780,2021,Oct,Wed,2021-11-03,108,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
1781,2021,Mar,Thu,2021-04-01,111,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1782,2021,Jun,Wed,2021-06-09,111,Queens north,QUEENS,Felony,Anti-asian,Race/Color
1783,2021,Sep,Sat,2021-09-11,115,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
1784,2022,Jun,Thu,2022-06-23,10,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1785,2022,Apr,Wed,2022-04-27,13,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1786,2022,Jan,Wed,2022-01-26,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1787,2022,Feb,Thu,2022-02-17,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1788,2020,Mar,Wed,2020-03-11,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1789,2020,Dec,Wed,2020-12-16,24,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
1790,2020,Jan,Mon,2020-01-20,26,Manhattan north,NEW YORK,Felony,Anti-black,Race/Color
1791,2020,Oct,Fri,2020-10-09,30,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1792,2020,Dec,Thu,2020-01-09,34,Manhattan north,NEW YORK,Misdemeanor,Anti-catholic,Religion
1793,2020,Mar,Fri,2020-03-06,60,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1794,2020,Oct,Tue,2020-10-27,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1795,2020,Jan,Tue,2020-02-04,71,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
1796,2020,Jul,Tue,2020-07-14,71,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1797,2020,Feb,Fri,2020-02-07,88,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
1798,2020,Feb,Sat,2020-02-01,107,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1799,2020,Mar,Sun,2020-03-08,110,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
1800,2020,Jul,Tue,2020-07-28,112,Queens north,QUEENS,Misdemeanor,Anti-black,Race/Color
1801,2021,Feb,Fri,2021-02-19,1,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1802,2021,Nov,Tue,2021-11-30,1,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1803,2021,Apr,Thu,2021-04-08,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1804,2021,Jun,Thu,2021-06-03,110,Queens north,QUEENS,Felony,Anti-jewish,Religion
1805,2021,Jun,Thu,2021-06-03,110,Queens north,QUEENS,Felony,Anti-jewish,Religion
1806,2021,Mar,Tue,2021-03-30,122,Staten island,RICHMOND,Felony,Anti-jewish,Religion
1807,2022,Feb,Mon,2022-02-07,5,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
1808,2022,Jul,Sun,2022-07-31,6,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1809,2022,Feb,Fri,2022-02-25,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1810,2022,Jul,Wed,2022-07-27,14,Manhattan south,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
1811,2022,Aug,Tue,2022-08-09,17,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1812,2022,May,Mon,2022-05-02,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1813,2022,Sep,Wed,2022-09-07,18,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
1814,2022,Jun,Mon,2022-06-13,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1815,2022,Jun,Sat,2022-06-25,19,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1816,2022,Jun,Sun,2022-06-12,20,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1817,2022,Jan,Mon,2022-08-29,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1818,2022,Feb,Sun,2022-02-06,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1819,2022,Sep,Sat,2022-09-24,30,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
1820,2019,Aug,Wed,2019-08-14,1,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
1821,2019,Apr,Thu,2019-04-18,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1822,2019,Aug,Tue,2020-07-07,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Unclassified
1823,2019,Feb,Sat,2019-02-02,13,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1824,2019,Jul,Sat,2019-07-13,13,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1825,2019,May,Wed,2019-05-08,14,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1826,2019,Mar,Fri,2019-03-08,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1827,2019,May,Thu,2019-05-09,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1828,2019,Oct,Fri,2019-10-18,22,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1829,2019,Nov,Thu,2019-11-14,32,Manhattan north,NEW YORK,Misdemeanor,Anti-white,Race/Color
1830,2019,Jan,Thu,2019-01-17,61,Brooklyn south,KINGS,Violation,Anti-jewish,Religion
1831,2019,Oct,Tue,2019-10-29,61,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1832,2019,Dec,Sun,2019-12-29,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1833,2019,Mar,Tue,2019-03-19,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1834,2019,Feb,Sun,2019-02-24,73,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
1835,2019,May,Thu,2019-05-09,75,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1836,2019,Sep,Sat,2019-09-14,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1837,2019,Dec,Mon,2019-12-02,77,Brooklyn north,KINGS,Violation,Anti-jewish,Religion
1838,2019,Feb,Sat,2019-04-13,78,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1839,2019,May,Wed,2019-05-01,79,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1840,2019,Apr,Sun,2019-04-07,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1841,2019,May,Sat,2019-05-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1842,2019,May,Wed,2019-05-08,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1843,2019,Oct,Fri,2019-10-25,104,Queens north,QUEENS,Felony,Anti-black,Race/Color
1844,2019,Apr,Wed,2019-04-17,107,Queens south,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1845,2019,Oct,Tue,2019-10-22,115,Queens north,QUEENS,Misdemeanor,Anti-other ethnicity,Cultural Identity
1846,2019,Oct,Sat,2019-10-26,122,Staten island,RICHMOND,Misdemeanor,Anti-black,Race/Color
1847,2020,Oct,Thu,2020-10-01,10,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
1848,2020,Sep,Tue,2020-09-01,44,Bronx,BRONX,Felony,Anti-jewish,Religion
1849,2020,Oct,Tue,2020-10-06,60,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1850,2020,Aug,Sun,2020-08-16,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1851,2020,Dec,Sat,2020-12-26,70,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1852,2019,Jun,Wed,2019-06-19,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1853,2019,Dec,Fri,2019-12-27,78,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1854,2019,Apr,Mon,2019-04-08,84,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1855,2019,Dec,Sat,2019-12-28,88,Brooklyn north,KINGS,Felony,Anti-hispanic,Cultural Identity
1856,2019,Jan,Thu,2019-01-17,94,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1857,2019,Mar,Fri,2019-03-22,104,Queens north,QUEENS,Felony,Anti-jewish,Religion
1858,2019,May,Wed,2019-05-08,107,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1859,2019,Aug,Sat,2019-08-03,112,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
1860,2019,Jun,Wed,2019-06-26,114,Queens north,QUEENS,Felony,Anti-jewish,Religion
1861,2019,Oct,Thu,2019-10-17,115,Queens north,QUEENS,Felony,Anti-other religion,Religion
1862,2019,Dec,Sun,2019-12-08,115,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1863,2019,Feb,Mon,2019-02-18,120,Staten island,RICHMOND,Misdemeanor,Anti-other ethnicity,Cultural Identity
1864,2020,Oct,Sun,2020-10-25,5,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
1865,2020,Jan,Thu,2020-01-30,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1866,2020,Sep,Thu,2020-09-24,25,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1867,2020,Feb,Wed,2020-02-26,44,Bronx,BRONX,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1868,2023,Mar,Mon,2023-03-06,115,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
1869,2023,Apr,Thu,2023-04-13,107,Queens south,QUEENS,Misdemeanor,Anti-transgender,Gender
1870,2023,May,Sun,2023-05-21,112,Queens north,QUEENS,Misdemeanor,Anti-other ethnicity,Cultural Identity
1871,2023,Jun,Sat,2023-06-24,107,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1872,2024,Mar,Sun,2024-03-24,112,Queens north,QUEENS,Felony,Anti-black,Race/Color
1873,2024,Jun,Fri,2024-06-21,110,Queens north,QUEENS,Felony,Anti-other ethnicity,Cultural Identity
1874,2024,Sep,Thu,2024-09-19,114,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1875,2023,Oct,Tue,2023-10-03,121,Staten island,RICHMOND,Misdemeanor,Anti-jewish,Religion
1876,2019,Jan,Tue,2019-03-05,14,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1877,2019,Jul,Mon,2019-07-15,14,Manhattan south,NEW YORK,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
1878,2019,Mar,Tue,2019-03-05,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1879,2019,Mar,Fri,2019-03-08,24,Manhattan north,NEW YORK,Misdemeanor,Anti-white,Race/Color
1880,2019,Dec,Thu,2019-12-12,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Unclassified
1881,2019,Oct,Tue,2019-10-15,48,Bronx,BRONX,Misdemeanor,Anti-jewish,Religion
1882,2019,Jul,Sun,2019-07-14,49,Bronx,BRONX,Felony,Anti-catholic,Religion
1883,2019,Feb,Mon,2019-02-25,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1884,2022,Dec,Sat,2022-12-17,63,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
1885,2022,Nov,Thu,2022-11-03,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1886,2022,Nov,Thu,2022-11-03,110,Queens north,QUEENS,Felony,Anti-white,Race/Color
1887,2022,Jul,Thu,2022-07-07,111,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1888,2022,Sep,Thu,2022-09-22,120,Staten island,RICHMOND,Felony,Anti-jewish,Religion
1889,2023,Apr,Wed,2023-04-19,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1890,2023,May,Mon,2023-05-22,5,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1891,2023,Sep,Mon,2023-10-16,19,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1892,2023,Jun,Fri,2023-06-02,20,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1893,2023,Jul,Tue,2023-07-11,22,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
1894,2023,Sep,Thu,2023-09-14,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1895,2023,Mar,Thu,2023-03-16,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1896,2023,Aug,Sat,2023-08-26,26,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1897,2023,Jan,Sun,2023-01-22,48,Bronx,BRONX,Misdemeanor,Anti-black,Race/Color
1898,2023,Dec,Thu,2023-12-07,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1899,2023,Mar,Sat,2023-03-18,73,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1900,2019,Apr,Wed,2019-05-01,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1901,2019,Nov,Sun,2019-11-24,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1902,2019,Jan,Tue,2019-01-01,71,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1903,2019,Nov,Mon,2019-11-11,71,Brooklyn south,KINGS,Misdemeanor,Anti-white,Race/Color
1904,2019,Jun,Sun,2019-06-02,72,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
1905,2019,Jun,Wed,2019-06-12,76,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
1906,2019,Jul,Sat,2019-07-13,76,Brooklyn south,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
1907,2019,Aug,Thu,2019-08-29,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1908,2019,Aug,Tue,2019-08-20,78,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1909,2019,Sep,Wed,2019-10-02,79,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1910,2019,Jun,Thu,2019-06-13,81,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1911,2019,Jun,Mon,2019-06-17,105,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
1912,2019,Oct,Fri,2019-10-11,121,Staten island,RICHMOND,Misdemeanor,Anti-jewish,Religion
1913,2020,Jan,Mon,2020-01-13,5,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1914,2020,Mar,Sun,2020-03-08,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1915,2020,Apr,Tue,2020-04-14,23,Manhattan north,NEW YORK,Felony,Anti-female homosexual (lesbian),Sexual Orientation
1916,2021,Apr,Wed,2021-04-28,9,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1917,2021,Jun,Mon,2021-06-21,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1918,2021,Apr,Sun,2021-04-25,14,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1919,2021,May,Wed,2021-05-19,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1920,2021,Sep,Thu,2021-09-30,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1921,2021,Jan,Sun,2021-01-10,20,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1922,2021,Mar,Thu,2021-03-25,24,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1923,2021,Apr,Wed,2021-04-07,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1924,2021,Aug,Tue,2021-08-24,25,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1925,2021,Oct,Wed,2021-10-27,25,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1926,2021,May,Sat,2021-05-22,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1927,2021,Jun,Tue,2021-06-22,26,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1928,2021,Jun,Wed,2021-06-30,63,Brooklyn south,KINGS,Violation,Anti-male homosexual (gay),Sexual Orientation
1929,2021,Feb,Wed,2021-02-03,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
