,Year,Month,Day,Record Create Date,Precinct Code,Patrol Borough,County,Law Code Category,Bias Motive,Offense Category
816,2024,Aug,Wed,2024-08-07,71,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
817,2019,Mar,Mon,2019-03-25,5,Manhattan south,NEW YORK,Felony,Anti-hispanic,Cultural Identity
818,2019,Jun,Sat,2019-06-08,1,Manhattan south,NEW YORK,Felony,Anti-muslim,Religion
819,2019,Jun,Thu,2019-06-13,6,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
820,2020,Jun,Fri,2020-06-12,10,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
821,2020,Nov,Sun,2020-11-22,13,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
822,2021,Mar,Thu,2021-03-18,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
823,2021,Jan,Thu,2021-01-07,24,Manhattan north,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
824,2021,Mar,Sun,2021-03-21,7,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
825,2021,May,Wed,2021-05-26,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
826,2021,Jun,Wed,2021-06-23,1,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
827,2021,Jul,Fri,2021-07-23,25,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
828,2021,May,Sat,2021-05-22,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
829,2021,Jun,Sat,2021-06-19,14,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
830,2023,Oct,Sun,2023-10-29,108,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
831,2024,Feb,Fri,2024-03-01,114,Queens north,QUEENS,Felony,Anti-male homosexual (gay),Sexual Orientation
832,2024,Mar,Sun,2024-03-24,101,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
833,2023,Sep,Sat,2023-09-16,111,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
834,2024,Aug,Wed,2024-08-14,109,Queens north,QUEENS,Misdemeanor,Anti-asian,Race/Color
835,2024,Sep,Thu,2024-09-19,114,Queens north,QUEENS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
836,2024,Jun,Fri,2024-06-14,120,Staten island,RICHMOND,Felony,Anti-muslim,Religion
837,2019,Feb,Wed,2019-02-06,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
838,2019,Mar,Sun,2019-03-24,1,Manhattan south,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
839,2019,Jul,Mon,2019-07-22,5,Manhattan south,NEW YORK,Felony,Anti-transgender,Gender
840,2019,Feb,Fri,2019-02-15,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
841,2019,Mar,Tue,2019-03-12,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
842,2019,Oct,Mon,2019-10-07,13,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
843,2019,Mar,Fri,2019-03-08,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
844,2019,Apr,Thu,2019-04-25,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
845,2021,Dec,Tue,2021-12-14,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
846,2022,Feb,Mon,2022-02-07,5,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
847,2022,Feb,Mon,2022-02-28,9,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
848,2022,Feb,Sun,2022-02-27,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
849,2021,Jul,Tue,2021-07-27,19,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
850,2022,May,Mon,2022-05-09,18,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
851,2022,Jul,Wed,2022-07-20,23,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
852,2022,Jul,Thu,2022-07-28,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
853,2022,Jul,Fri,2022-07-29,10,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
854,2022,Nov,Wed,2022-11-23,33,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
855,2023,Feb,Sun,2023-02-12,10,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
856,2023,Feb,Mon,2023-02-13,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
857,2023,Mar,Wed,2023-03-22,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
858,2023,Mar,Mon,2023-04-03,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
859,2023,Jul,Sun,2023-07-16,30,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
860,2023,Sep,Sat,2023-09-23,20,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
861,2022,Oct,Thu,2022-10-20,109,Queens north,QUEENS,Misdemeanor,Anti-jewish,Religion
862,2023,Mar,Wed,2023-03-22,112,Queens north,QUEENS,Felony,Anti-jewish,Religion
863,2023,Jun,Mon,2023-06-05,109,Queens north,QUEENS,Misdemeanor,Anti-hispanic,Cultural Identity
864,2023,Jul,Mon,2023-07-17,110,Queens north,QUEENS,Felony,Anti-asian,Race/Color
865,2023,Nov,Thu,2023-11-02,113,Queens south,QUEENS,Felony,Anti-female homosexual (lesbian),Sexual Orientation
866,2023,Jun,Wed,2023-06-07,107,Queens south,QUEENS,Felony,Anti-jewish,Religion
867,2024,Mar,Sun,2024-03-24,101,Queens south,QUEENS,Misdemeanor,Anti-jewish,Religion
868,2024,Jun,Fri,2024-06-21,110,Queens north,QUEENS,Felony,Anti-other ethnicity,Cultural Identity
869,2021,Mar,Wed,2021-03-24,120,Staten island,RICHMOND,Misdemeanor,Anti-black,Race/Color
870,2024,Feb,Mon,2024-02-12,121,Staten island,RICHMOND,Felony,Anti-jewish,Religion
871,2024,May,Wed,2024-05-15,121,Staten island,RICHMOND,Felony,Anti-transgender,Gender
872,2019,Mar,Thu,2019-03-07,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
873,2019,Aug,Fri,2019-08-23,18,Manhattan south,NEW YORK,Violation,Anti-white,Race/Color
874,2019,Nov,Sun,2019-11-10,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
875,2019,Feb,Tue,2019-02-19,26,Manhattan north,NEW YORK,Felony,Anti-other ethnicity,Cultural Identity
876,2019,Jul,Mon,2019-07-22,28,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
877,2024,Jan,Thu,2024-01-04,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
878,2024,Jan,Wed,2024-01-31,63,Brooklyn south,KINGS,Felony,Anti-catholic,Religion
879,2024,Mar,Wed,2024-03-13,61,Brooklyn south,KINGS,Misdemeanor,Anti-black,Race/Color
880,2024,Jun,Sun,2024-06-30,60,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
881,2024,Sep,Wed,2024-09-04,78,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
882,2020,Mar,Tue,2020-03-10,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
883,2021,Apr,Sat,2021-04-17,5,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
884,2021,Jun,Mon,2021-06-21,13,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
885,2021,Aug,Sun,2021-08-22,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
886,2021,Sep,Sat,2021-09-11,14,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
887,2021,Oct,Mon,2021-10-18,18,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
888,2021,Mar,Sun,2021-03-28,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
889,2021,Dec,Tue,2021-12-14,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
890,2022,Mar,Fri,2022-03-04,25,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
891,2022,Mar,Wed,2022-03-09,13,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
892,2022,Mar,Tue,2022-03-15,1,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
893,2020,Nov,Tue,2020-11-03,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
894,2021,Feb,Sun,2021-02-07,13,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
895,2021,Feb,Wed,2021-02-10,24,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
896,2021,Apr,Tue,2021-04-27,9,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
897,2021,May,Thu,2021-05-20,18,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
898,2021,Jun,Sun,2021-06-06,9,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
899,2021,Aug,Thu,2021-08-26,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
900,2021,Nov,Wed,2021-11-03,28,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
901,2021,Nov,Sat,2021-11-27,26,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
902,2019,Nov,Sun,2019-11-03,13,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Unclassified
903,2022,Feb,Thu,2022-02-17,6,Manhattan south,NEW YORK,Felony,Anti-jewish,Sexual Orientation
904,2022,Mar,Wed,2022-03-09,13,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
905,2022,Mar,Sat,2022-03-12,14,Manhattan south,NEW YORK,Misdemeanor,Anti-black,Race/Color
906,2022,Mar,Sat,2022-03-12,9,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
907,2022,Feb,Fri,2022-02-18,108,Queens north,QUEENS,Felony,Anti-jewish,Religion
908,2022,Sep,Mon,2022-09-05,26,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Race/Color
909,2021,Apr,Wed,2021-04-07,5,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Race/Color
910,2021,Apr,Tue,2021-04-27,7,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
911,2021,Jul,Tue,2021-07-20,9,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
912,2022,Feb,Sun,2022-02-27,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
913,2022,Feb,Sun,2022-02-27,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
914,2022,Mar,Wed,2022-03-16,19,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
915,2022,Jun,Sat,2022-06-11,6,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
916,2022,Aug,Thu,2022-08-04,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
917,2022,Jul,Mon,2022-08-01,17,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
918,2022,Oct,Wed,2022-10-12,7,Manhattan south,NEW YORK,Felony,Anti-catholic,Religion
919,2022,Oct,Sat,2022-10-29,13,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
920,2022,Oct,Wed,2022-11-02,17,Manhattan south,NEW YORK,Felony,Anti-catholic,Religion
921,2022,Dec,Thu,2022-12-08,13,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
922,2023,Jan,Tue,2023-01-03,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
923,2023,Apr,Thu,2023-04-06,18,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
924,2023,Apr,Sun,2023-04-16,78,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
925,2023,May,Fri,2023-05-12,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
926,2023,Aug,Sat,2023-08-19,79,Brooklyn north,KINGS,Felony,Anti-hispanic,Cultural Identity
927,2023,Sep,Tue,2023-09-12,90,Brooklyn north,KINGS,Felony,Anti-male homosexual (gay),Sexual Orientation
928,2023,Oct,Fri,2023-10-13,72,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
929,2023,Oct,Thu,2023-10-12,68,Brooklyn south,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
930,2022,Nov,Wed,2022-11-02,94,Brooklyn north,KINGS,Felony,Anti-black,Race/Color
931,2023,Oct,Sun,2023-11-05,84,Brooklyn north,KINGS,Misdemeanor,Anti-other ethnicity,Cultural Identity
932,2023,Dec,Tue,2023-12-05,75,Brooklyn north,KINGS,Felony,Anti-black,Race/Color
933,2023,Dec,Tue,2023-12-19,62,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
934,2024,Mar,Fri,2024-03-15,66,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
935,2024,May,Tue,2024-05-14,62,Brooklyn south,KINGS,Felony,Anti-asian,Race/Color
936,2024,Jul,Wed,2024-07-17,69,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
937,2024,Jul,Mon,2024-07-22,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
938,2024,Apr,Fri,2024-04-12,71,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
939,2019,Aug,Mon,2019-08-12,7,Manhattan south,NEW YORK,Misdemeanor,Anti-jehovahs witness,Religion
940,2019,Dec,Thu,2019-12-12,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
941,2019,Jul,Tue,2019-07-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
942,2019,Apr,Fri,2019-04-26,18,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
943,2019,Apr,Sun,2019-04-21,20,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
944,2019,Sep,Wed,2019-09-04,25,Manhattan north,NEW YORK,Misdemeanor,Anti-white,Race/Color
945,2019,Mar,Thu,2019-03-07,28,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
946,2019,Apr,Thu,2019-04-04,33,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
947,2019,Oct,Thu,2019-10-24,48,Bronx,BRONX,Investigation,Anti-jewish,Religion
948,2019,Jan,Wed,2019-01-23,60,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
949,2019,Sep,Wed,2019-09-25,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
950,2019,Sep,Wed,2019-09-25,66,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
951,2019,Jun,Wed,2019-06-05,68,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
952,2019,Jul,Fri,2019-07-26,72,Brooklyn south,KINGS,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
953,2019,Jan,Wed,2019-01-16,109,Queens north,QUEENS,Felony,Anti-buddhist,Religion
954,2019,Nov,Mon,2019-11-25,114,Queens north,QUEENS,Misdemeanor,Anti-other ethnicity,Cultural Identity
955,2024,Aug,Sat,2024-08-03,71,Brooklyn south,KINGS,Misdemeanor,Anti-muslim,Religion
956,2024,Aug,Fri,2024-08-09,71,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
957,2024,Sep,Fri,2024-09-06,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
958,2019,Aug,Fri,2019-08-16,13,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
959,2020,Jan,Fri,2020-01-24,30,Manhattan north,NEW YORK,Misdemeanor,Anti-lgbt (mixed group),Sexual Orientation
960,2019,Dec,Tue,2019-12-24,17,Manhattan south,NEW YORK,Felony,Anti-jewish,Unclassified
961,2021,Mar,Sun,2021-03-21,9,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
962,2021,Apr,Wed,2021-04-07,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
963,2021,Apr,Fri,2021-04-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
964,2020,Dec,Fri,2020-12-18,6,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
965,2021,Jul,Fri,2021-07-23,25,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
966,2021,Jul,Fri,2021-07-23,25,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
967,2021,Jul,Sun,2021-07-25,5,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
968,2021,Nov,Wed,2021-11-03,28,Manhattan north,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
969,2022,Nov,Fri,2022-03-04,25,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
970,2022,Mar,Sun,2022-03-06,7,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
971,2023,Feb,Thu,2023-02-02,18,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
972,2023,Apr,Fri,2023-04-28,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
973,2023,Aug,Mon,2023-08-14,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
974,2023,Sep,Mon,2023-09-25,19,Manhattan north,NEW YORK,Felony,Anti-hispanic,Cultural Identity
975,2023,Jun,Thu,2023-06-29,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
976,2023,Sep,Fri,2023-09-15,10,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
977,2023,Aug,Wed,2023-08-09,5,Manhattan south,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
978,2023,Oct,Thu,2023-10-19,23,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
979,2023,Oct,Fri,2023-10-27,18,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
980,2023,Oct,Sat,2023-10-28,17,Manhattan south,NEW YORK,Misdemeanor,Anti-muslim,Religion
981,2023,Nov,Fri,2023-11-17,23,Manhattan north,NEW YORK,Misdemeanor,Anti-hispanic,Cultural Identity
982,2023,Dec,Mon,2023-12-25,14,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
983,2022,Jan,Sat,2022-01-01,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
984,2024,Feb,Thu,2024-02-29,7,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
985,2024,Apr,Tue,2024-04-02,6,Manhattan south,NEW YORK,Misdemeanor,Anti-female,Gender
986,2022,Jun,Tue,2022-06-21,5,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
987,2022,Jul,Thu,2022-07-28,17,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
988,2022,Jul,Sat,2022-07-30,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
989,2022,Nov,Sun,2022-11-20,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
990,2023,Jan,Sun,2023-01-08,88,Brooklyn north,KINGS,Felony,Anti-white,Race/Color
991,2023,Feb,Sat,2023-02-11,18,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
992,2023,Mar,Fri,2023-03-10,34,Manhattan north,NEW YORK,Misdemeanor,Anti-black,Race/Color
993,2023,Mar,Fri,2023-03-31,5,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
994,2023,Apr,Sat,2023-04-08,24,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
995,2023,Apr,Sun,2023-04-02,33,Manhattan north,NEW YORK,Misdemeanor,Anti-transgender,Gender
996,2022,Aug,Tue,2022-08-30,28,Manhattan north,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
997,2023,Apr,Thu,2023-04-13,14,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
998,2023,Oct,Sun,2023-10-15,5,Manhattan south,NEW YORK,Felony,Anti-muslim,Religion
999,2023,Nov,Sat,2023-11-25,7,Manhattan south,NEW YORK,Misdemeanor,Anti-female homosexual (lesbian),Sexual Orientation
1000,2023,Dec,Tue,2023-12-12,25,Manhattan north,NEW YORK,Misdemeanor,Anti-other ethnicity,Cultural Identity
1001,2022,Feb,Fri,2022-02-25,63,Brooklyn south,KINGS,Felony,Anti-black,Race/Color
1002,2023,Apr,Sat,2023-04-15,60,Brooklyn south,KINGS,Felony,Anti-muslim,Religion
1003,2023,Jun,Mon,2023-06-26,90,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1004,2023,Jul,Tue,2023-07-25,72,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1005,2022,Oct,Wed,2022-10-19,78,Brooklyn south,KINGS,Felony,Anti-other ethnicity,Cultural Identity
1006,2022,Nov,Mon,2022-11-07,61,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1007,2023,Nov,Sat,2023-11-25,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1008,2023,Nov,Sat,2023-11-25,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1009,2024,Mar,Fri,2024-03-15,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1010,2024,Feb,Fri,2024-03-01,61,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1011,2024,May,Wed,2024-05-29,63,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1012,2024,Jun,Wed,2024-06-12,84,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1013,2024,Sep,Fri,2024-09-27,90,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1014,2019,Feb,Sat,2019-02-09,18,Manhattan south,NEW YORK,Felony,Anti-black,Race/Color
1015,2019,Mar,Sat,2019-03-02,18,Manhattan south,NEW YORK,Felony,Anti-white,Race/Color
1016,2022,Aug,Wed,2022-08-10,13,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1017,2022,Aug,Mon,2022-08-01,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1018,2020,Sep,Sat,2020-09-12,6,Manhattan south,NEW YORK,Felony,Anti-multi-racial groups,Race/Color
1019,2022,Oct,Fri,2022-10-28,18,Manhattan south,NEW YORK,Felony,Anti-catholic,Religion
1020,2022,Oct,Sun,2022-10-30,18,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1021,2022,Dec,Sat,2022-12-31,13,Manhattan south,NEW YORK,Felony,Anti-muslim,Religion
1022,2023,Jan,Fri,2023-01-13,5,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1023,2023,Jan,Sun,2023-01-29,1,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
1024,2023,May,Tue,2023-05-30,34,Manhattan north,NEW YORK,Felony,Anti-hispanic,Cultural Identity
1025,2023,Nov,Sat,2023-11-18,14,Manhattan south,NEW YORK,Felony,Anti-muslim,Religion
1026,2024,Mar,Sat,2024-03-02,14,Manhattan south,NEW YORK,Felony,Anti-male homosexual (gay),Sexual Orientation
1027,2024,Mar,Sat,2024-03-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1028,2023,Feb,Wed,2023-02-01,19,Manhattan north,NEW YORK,Misdemeanor,Anti-jewish,Religion
1029,2024,Jun,Mon,2024-06-24,9,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1030,2024,Sep,Fri,2024-09-13,19,Manhattan north,NEW YORK,Felony,Anti-jewish,Religion
1031,2019,Mar,Tue,2019-03-05,6,Manhattan south,NEW YORK,Misdemeanor,Anti-jewish,Religion
1032,2019,Mar,Fri,2019-03-15,7,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1033,2019,Oct,Thu,2019-10-03,10,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1034,2019,Aug,Mon,2019-08-12,14,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
1035,2019,Jul,Fri,2019-07-19,19,Manhattan north,NEW YORK,Felony,Anti-physical disability,Disability
1036,2019,Oct,Wed,2019-10-16,19,Manhattan north,NEW YORK,Felony,Anti-black,Race/Color
1037,2019,Oct,Wed,2019-10-30,34,Manhattan north,NEW YORK,Felony,Anti-white,Race/Color
1038,2019,Nov,Fri,2019-11-22,46,Bronx,BRONX,Felony,Anti-male homosexual (gay),Sexual Orientation
1039,2019,Jun,Wed,2019-06-19,61,Brooklyn south,KINGS,Misdemeanor,Anti-arab,Cultural Identity
1040,2019,Feb,Tue,2019-03-05,63,Brooklyn south,KINGS,Misdemeanor,Anti-black,Unclassified
1041,2019,Feb,Fri,2019-02-15,68,Brooklyn south,KINGS,Misdemeanor,Anti-white,Race/Color
1042,2019,Feb,Mon,2019-02-18,70,Brooklyn south,KINGS,Misdemeanor,Anti-jewish,Religion
1043,2019,Feb,Sun,2019-02-17,72,Brooklyn south,KINGS,Felony,Anti-jewish,Religion
1044,2019,Jan,Fri,2019-01-18,77,Brooklyn north,KINGS,Misdemeanor,Anti-jewish,Religion
1045,2019,Jun,Sat,2019-06-22,77,Brooklyn north,KINGS,Felony,Anti-black,Race/Color
1046,2019,Nov,Tue,2019-11-26,77,Brooklyn north,KINGS,Felony,Anti-jewish,Religion
1047,2021,Dec,Fri,2021-12-03,1,Manhattan south,NEW YORK,Felony,Anti-jewish,Religion
1048,2021,Oct,Sun,2021-10-31,1,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1049,2021,Dec,Thu,2021-12-09,13,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1050,2022,Feb,Mon,2022-02-07,5,Manhattan south,NEW YORK,Misdemeanor,Anti-white,Race/Color
1051,2021,Apr,Thu,2021-04-15,19,Manhattan north,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1052,2022,Mar,Fri,2022-03-04,25,Manhattan north,NEW YORK,Felony,Anti-asian,Race/Color
1053,2022,Mar,Wed,2022-03-09,14,Manhattan south,NEW YORK,Misdemeanor,Anti-asian,Race/Color
1054,2022,Jun,Mon,2022-06-13,17,Manhattan south,NEW YORK,Misdemeanor,Anti-male homosexual (gay),Sexual Orientation
1055,2022,Jun,Sun,2022-06-26,7,Manhattan south,NEW YORK,Felony,Anti-asian,Race/Color
1056,2022,Jul,Fri,2022-07-29,14,Manhattan south,NEW YORK,Misdemeanor,Anti-transgender,Gender
1057,2022,Sep,Thu,2022-09-08,34,Manhattan north,NEW YORK,Misdemeanor,Anti-hispanic,Cultural Identity
